,Image,Ezz_bas_x,Ezz_bas_signal_1,Ezz_bas_signal_2,Ezz_bas_quality_1,Ezz_bas_quality_2,Delta_uz_x,Delta_uz_signal_1,Delta_uz_signal_2,Delta_uz_quality_1,Delta_uz_quality_2,Ezz_haut_x,Ezz_haut_signal_1,Ezz_haut_signal_2,Ezz_haut_quality_1,Ezz_haut_quality_2,Charge_x,Charge_signal_1,Charge_signal_2,Charge_quality_1,Charge_quality_2
0,170,-146.2393897606856,56.417992311550464,-151.28612204445884,1.1565468349334647,0.028801231861733858,-0.0028326567632598826,-0.00010152503201404684,-0.00303456817549928,0.8873249466490136,0.06559955751801987,-198.07264441574284,50.96186400006796,-210.29444814201858,1.0794555400130101,0.05297616713926222,-823.7484999999999,933.3503338849512,-845.100321474958,1.2489259448612529,0.01517663280850308
1,171,-128.36978477467005,26.51163833705342,-133.47671066683907,0.883893879700891,0.029144751187610493,-0.0027804095731734793,-0.0006383750236518622,-0.0028976115897560856,0.6959315329354678,0.03807808752742909,-178.51660271772587,10.794214102573086,-190.44381228921714,0.8205794903726917,0.05169923048313185,-603.3884999999999,734.6955535767883,-635.1924961525951,0.9510949860584722,0.02260592015613644
2,172,-105.34897766596919,-3.1124284784460343,-112.39356897112447,0.5834544795175678,0.040202827521343625,-0.00259344008231292,-0.0011375701472390572,-0.002680757198820077,0.47300161236749866,0.02836869963460745,-154.58369491465191,-28.268603241669382,-165.72561915259365,0.547520608131895,0.048295362444186696,-364.2485,521.5797985306164,-414.13164141977495,0.6296367190006484,0.0354563717924698
3,173,-75.85724538161742,-32.64713495220934,-88.08351690493575,0.24659608223126195,0.06977419469620283,-0.0022297109358247443,-0.0016041047108065116,-0.0023869360980912978,0.20325493782915108,0.05108131809387793,-120.17733347285305,-66.51980609772448,-136.24930930171527,0.23258188416109876,0.06966497718642697,-126.54849999999999,293.48906514427586,-181.18073193842235,0.29855794267710695,0.03883197153043062
4,174,-49.14165762358774,-61.244515747024835,-61.24451574702316,0.06906988589895335,0.06906988589894379,-0.0019253675544453732,-0.0020245841292796172,-0.0020245841292795934,0.032234747582583385,0.032234747582575635,-86.2638448103136,-102.86117145946885,-102.86117145946673,0.07194214293756383,0.07194214293755466,38.25150000000001,56.97202305911321,56.97202305912765,0.013306335704637266,0.013306335704647529
5,175,-31.32904833988357,-88.08351690492009,-32.64713495222715,0.32389247465866833,0.007522197731394572,-0.0015931449856253425,-0.002386936098091097,-0.001604104710806783,0.2578969913684242,0.003560735445548613,-63.32719494960813,-136.24930930169603,-66.51980609774732,0.3160854326075637,0.013838571260220376,188.23149999999998,-181.1807319382782,293.48906514413363,0.26257402937131946,0.07481588483601456
6,176,-7.292276085119882,-112.39356897112583,-3.1124284784442153,0.5998033054201687,0.02385400161876087,-0.0012893098963042133,-0.0026807571988200925,-0.0011375701472390277,0.4520711649842719,0.04929914701784887,-32.98321104521169,-165.72561915259533,-28.26860324166701,0.5753802103077774,0.02043576026832179,518.0515000000001,-414.1316414197889,521.5797985306299,0.6625852161698439,0.002507874623293869
7,177,33.91281374345476,-133.47671066682733,26.511638337035507,0.9552764507178142,0.04223781982948193,-0.0006496757176496304,-0.0028976115897559785,-0.0006383750236521734,0.7303381067149359,0.0036715137478250835,17.677885321851083,-190.4438122892037,10.794214102549262,0.9021164211831068,0.02983770032744468,792.2915,-635.1924961524654,734.6955535766643,1.0146394524246596,0.04093854621023132
8,178,68.18115793670619,-150.16318333281146,54.32889069544002,1.2460708523851434,0.07905360106165968,5.963021290332401e-05,-0.003027858566521797,-0.00014017346945340188,1.003102774260223,0.06491477132323643,63.88012200865444,-209.0856922342518,48.130421604187646,1.1831872710856817,0.06826805434835655,979.4115,-830.8995150790103,920.0482896818388,1.286748560410419,0.04219469736524863
9,179,94.4106748724042,-163.65103293694366,82.64758303792256,1.472734170019236,0.06713087128181768,0.0007088291777968608,-0.003077904513575634,0.0004001414994983638,1.230282388882938,0.10029039410430647,100.12780088733855,-222.92411591446324,86.87748957998211,1.400288592620553,0.05743429711251559,1118.4914999999999,-1016.7802927457114,1092.132842426694,1.5177269996783411,0.018735435184501846
10,180,116.82867124208545,-171.65822586352138,106.67642470102646,1.6463678961782822,0.057937926980329665,0.001194864771993715,-0.0030392820668188733,0.0008911530185133018,1.3756436845833295,0.09867375211914611,134.91962697770768,-229.61773545353296,120.47973167324787,1.5801098326546237,0.06259062281272737,1233.9315,-1161.3853249247873,1221.833915775679,1.7025640624875198,0.008598825812485719
11,181,137.40975709506708,-175.16603983041838,129.36013890130602,1.7838410074897637,0.04593842251992961,0.001704732732426043,-0.0029072580636114106,0.001393034317741704,1.4984024535399878,0.10126856058100105,163.64257309661028,-229.98685077002693,153.05508680953267,1.7062111793579624,0.04589211671948396,1321.6515,-1282.435890130556,1325.04631511549,1.8509558150631775,0.0024129961240531147
12,182,153.22691254708175,-173.42703653826942,147.45849097406548,1.8641837127774536,0.03291984552754107,0.0021375060760460618,-0.0026948797035710914,0.0018364272434858578,1.5700071897045667,0.09781833515469598,192.37778881011042,-223.61690224700126,180.00230287836507,1.8031548187202577,0.053642312201450125,1373.6115,-1361.700467471246,1385.857415381599,1.9442287579868713,0.008704257918627594
13,183,167.18716020609003,-166.7088026028905,161.32319037351328,1.9055132116832607,0.03346513056008273,0.002424859867703958,-0.0024051291651919163,0.0022270948561104367,1.5692285040292258,0.06425242193689969,216.78884217236828,-210.82673139741667,201.78150708331808,1.8535262555461953,0.06505022579303867,1397.9714999999999,-1401.8695218191997,1406.8794271205484,1.9900952787643802,0.006331653678915739
14,184,173.88372606602235,-155.20422396032498,170.55617035363466,1.8780743298166631,0.018990051030339416,0.0030533913431860992,-0.0020463254210419616,0.0025538207721331548,1.656861093140889,0.16230686540512035,224.68567976693086,-191.98355438257482,217.76740083703095,1.806078667638603,0.02998770959792659,1390.7514999999999,-1401.789767099176,1387.508791353776,1.9849066958086887,0.0023048805689208996
15,185,179.6595956001718,-139.24360637869648,174.89234458322576,1.8199509197614199,0.027206258260145697,0.0028960304051218666,-0.0016287700171403552,0.0028072244259539406,1.4700749317023196,0.028852420344934418,244.22169151649325,-167.62837407195485,227.5010161860032,1.7851896822743567,0.07247680545589175,1367.4914999999999,-1361.463493133765,1328.301654718614,1.939710292646283,0.02785569804221156
16,186,184.93169928910322,-119.28519211209658,174.2072179891518,1.7361375109343087,0.0612036175387919,0.0032243725709926513,-0.00116445130722801,0.0029800303934904874,1.4258971359897135,0.07938500627258673,245.18273604480322,-138.46044741268094,230.7028931522509,1.6629252002294663,0.0627637781137775,1281.1115,-1282.0484999007253,1230.9579020479168,1.8218650897563486,0.03564860923161831
17,187,177.8020264423917,-95.90200339451366,168.52046111067781,1.5620034472939872,0.05296903028084908,0.0032152798272414773,-0.0006667002574269104,0.0030672772754932534,1.2612272531979365,0.04808495863874155,244.28192605233673,-105.31720919650785,227.28110325550267,1.5153591593740903,0.07369112204393953,1148.8515,-1165.824856158361,1098.2723513004203,1.6452457308684132,0.0359510858818523
18,188,167.80137349786835,-69.76539050743176,157.9953453423645,1.3557714314980125,0.055962090847862404,0.0032303794087847953,-0.0001498077034065629,0.0030664601433361117,1.0981983456435862,0.05325618380284068,230.88481983458095,-69.15022862874974,217.33388885432853,1.3005205476224355,0.058737351751042374,977.9315,-1016.1294368249904,934.054512073786,1.4173559230750314,0.03118726593327232
19,189,156.09473670941287,-41.62575676968698,142.93405528011564,1.1283724708001333,0.07510678514141624,0.003117970760658075,0.0003713859510785292,0.0029776024575448364,0.8923455400356852,0.04560464647172149,215.1050445799494,-30.997889005956836,201.1468425284526,1.0667484468826902,0.060502693498009213,748.2115000000001,-837.2601185982237,743.0192114995851,1.1269352646091046,0.003690619842388212
20,190,133.64129270402827,-12.291013850644894,123.76901275679504,0.8328221036635495,0.05634018366268996,0.0031167992849066217,0.0008819168141958657,0.002803255394226859,0.7260971510098634,0.10186814238456136,191.39011055012892,8.044425109224306,179.18470748459598,0.7947232580161648,0.05290507745690736,533.5915,-634.352384435433,530.6512277392205,0.8301612813596314,0.00208991221246452
21,191,108.624341014019,17.39661402812733,101.05046166119529,0.5206281548929665,0.04322342519234699,0.0028185409221036717,0.001367127131488157,0.0025484245987389765,0.4715538432619196,0.08775883985254448,162.5027315648312,46.85577726595831,152.07803440262362,0.5012789042678076,0.04518649714967959,288.1515,-413.2318796789635,303.0478175609544,0.49853536026698214,0.01058813376116918
22,192,80.2137577488846,47.64520270808706,74.43544153991704,0.18586571515744005,0.03297631329484014,0.002439080976932766,0.0018286780985497053,0.0022069899416331225,0.19831548046515693,0.07540469877702631,130.6793031748356,85.66945178924763,119.36699803338698,0.19509799562481256,0.04903388904988847,37.29150000000001,-171.47676373382478,57.91261526543656,0.14839011671547353,0.014657255112983839
23,193,51.016431682198665,74.43544153989724,47.64520270810812,0.1336501115885457,0.019239290273821045,0.001985739564789998,0.002206989941632855,0.0018286780985500145,0.07188264724917102,0.0510281344387722,92.84887932609068,119.36699803336231,85.6694517892744,0.11494443212461086,0.03111967445009024,-127.5885,57.91261526526091,-171.47676373365027,0.1318520911787547,0.031195280649453785
24,194,31.66154186993362,101.0504616611774,17.39661402814913,0.3959961129637499,0.08140861673664308,0.0016595653595918736,0.0025484245987387605,0.001367127131488502,0.28878393814959513,0.09501106525959774,64.86959879928723,152.07803440260193,46.85577726598655,0.3780103791506882,0.07808202796722341,-246.18849999999998,303.04781756078273,-413.23187967879534,0.39039095219536735,0.11873254183254243
