,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
0,-0.35336100000000004,-51.3243,81.1737,0.0,0.0,0.0,86.4207,-51.3243,0.0,0.0,-0.00448684,0.0
1,-0.35336100000000004,-51.3243,81.1737,-0.000784693,1.11797e-05,0.000549341,86.4207,-51.3243,0.0005459369999999999,1.11797e-05,-0.00448684,-9.29128e-06
2,-0.35336100000000004,-51.3243,81.1737,0.00330776,-0.0005623059999999999,0.00128928,86.4207,-51.3243,0.00102486,-0.0005623059999999999,-0.00448684,3.85795e-05
3,-0.35336100000000004,-51.3243,81.1737,0.00241675,-0.0009202030000000001,0.000658486,86.4207,-51.3243,0.00054711,-0.0009202030000000001,-0.00448684,2.49602e-05
4,-0.35336100000000004,-51.3243,81.1737,0.0009500689999999999,-0.00112707,-0.000412753,86.4207,-51.3243,-0.000453884,-0.00112707,-0.00448684,4.2167e-06
5,-0.35336100000000004,-51.3243,81.1737,0.00156014,0.00064645,0.000219232,86.4207,-51.3243,0.000283492,0.00064645,-0.00448684,1.5410699999999998e-05
6,-0.35336100000000004,-51.3243,81.1737,0.00317617,-0.00153105,0.000708392,86.4207,-51.3243,0.000629576,-0.00153105,-0.00448684,3.90494e-05
7,-0.35336100000000004,-51.3243,81.1737,0.00190246,-0.00045233800000000005,0.00276153,86.4207,-51.3243,0.00247721,-0.00045233800000000005,-0.00448684,2.97444e-05
8,-0.35336100000000004,-51.3243,81.1737,0.00827007,0.000322813,9.884780000000001e-05,86.4207,-51.3243,-6.59036e-05,0.000322813,-0.00448684,0.00010026700000000001
9,-0.35336100000000004,-51.3243,81.1737,0.00848843,-0.00322247,-0.00292232,86.4207,-51.3243,-0.00283354,-0.00322247,-0.00448684,0.00010357299999999999
10,-0.35336100000000004,-51.3243,81.1737,0.00875327,-0.00014591700000000002,-0.00038150300000000005,86.4207,-51.3243,-0.000534262,-0.00014591700000000002,-0.00448684,0.000110001
11,-0.35336100000000004,-51.3243,81.1737,0.012838200000000001,-0.000914949,-0.00150552,86.4207,-51.3243,-0.00168665,-0.000914949,-0.00448684,0.000160072
12,-0.35336100000000004,-51.3243,81.1737,0.012615600000000001,-0.00046746900000000003,0.000603605,86.4207,-51.3243,0.00031823,-0.00046746900000000003,-0.00448684,0.000160009
13,-0.35336100000000004,-51.3243,81.1737,0.0137243,-0.00023323200000000002,0.00323276,86.4207,-51.3243,0.00282822,-0.00023323200000000002,-0.00448684,0.00017371299999999998
14,-0.35336100000000004,-51.3243,81.1737,0.0148859,-0.0008816789999999999,-0.00150669,86.4207,-51.3243,-0.00148934,-0.0008816789999999999,-0.00448684,0.00018308099999999998
15,-0.35336100000000004,-51.3243,81.1737,0.014707299999999998,-0.00150965,-0.0006397180000000001,86.4207,-51.3243,-0.0007520480000000001,-0.00150965,-0.00448684,0.00018683599999999998
16,-0.35336100000000004,-51.3243,81.1737,0.0170733,-4.16245e-06,-0.0007989710000000001,86.4207,-51.3243,-0.0008576489999999999,-4.16245e-06,-0.00448684,0.00021188400000000002
17,-0.35336100000000004,-51.3243,81.1737,0.017656400000000003,-0.0006906560000000001,-0.0006007419999999999,86.4207,-51.3243,-0.000766454,-0.0006906560000000001,-0.00448684,0.000220318
