,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
0,-0.051665300000000004,-19.9851,80.8274,0.0,0.0,0.0,86.2752,-19.9851,0.0,0.0,-0.000478819,0.0
1,-0.051665300000000004,-19.9851,80.8274,-0.000881455,-0.000464889,-0.000167191,86.2752,-19.9851,-4.51745e-05,-0.000464889,-0.000478819,-1.1589e-05
2,-0.051665300000000004,-19.9851,80.8274,0.00313429,-0.000680646,0.000653425,86.2752,-19.9851,0.000604915,-0.000680646,-0.000478819,3.50784e-05
3,-0.051665300000000004,-19.9851,80.8274,0.00221237,-0.00123632,0.0008187919999999999,86.2752,-19.9851,0.00077535,-0.00123632,-0.000478819,2.28863e-05
4,-0.051665300000000004,-19.9851,80.8274,0.000897618,-0.00144688,-0.00109431,86.2752,-19.9851,-0.0008641660000000001,-0.00144688,-0.000478819,2.98185e-06
5,-0.051665300000000004,-19.9851,80.8274,0.00135548,0.00048194,0.000278104,86.2752,-19.9851,0.000396166,0.00048194,-0.000478819,1.11756e-05
6,-0.051665300000000004,-19.9851,80.8274,0.00324798,-0.00150597,-2.05968e-05,86.2752,-19.9851,3.14454e-05,-0.00150597,-0.000478819,3.75215e-05
7,-0.051665300000000004,-19.9851,80.8274,0.00264222,-0.00075982,0.00171393,86.2752,-19.9851,0.00159308,-0.00075982,-0.000478819,3.95942e-05
8,-0.051665300000000004,-19.9851,80.8274,0.00957605,1.19825e-05,-0.00038384300000000003,86.2752,-19.9851,-0.00041609,1.19825e-05,-0.000478819,0.00011922
9,-0.051665300000000004,-19.9851,80.8274,0.0101036,-0.00335112,-0.00452518,86.2752,-19.9851,-0.00415849,-0.00335112,-0.000478819,0.00012499
10,-0.051665300000000004,-19.9851,80.8274,0.010989200000000001,-0.000669542,-0.00158195,86.2752,-19.9851,-0.00143087,-0.000669542,-0.000478819,0.000138147
11,-0.051665300000000004,-19.9851,80.8274,0.0157938,-0.00131982,-0.00257018,86.2752,-19.9851,-0.00242,-0.00131982,-0.000478819,0.00019590299999999998
