,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
150,0.241389,17.6821,81.0898,-0.0225212,0.00245468,-0.0009746510000000001,86.3563,17.6821,-0.0008379860000000001,0.00245468,0.00305284,-0.000292361
151,0.241389,17.6821,81.0898,-0.015980200000000003,0.00229228,0.0007816810000000001,86.3563,17.6821,0.000937184,0.00229228,0.00305284,-0.000212337
152,0.241389,17.6821,81.0898,-0.00991398,0.00167942,0.000155534,86.3563,17.6821,0.00037144300000000006,0.00167942,0.00305284,-0.000135749
153,0.241389,17.6821,81.0898,-0.0122159,0.000696083,0.00126189,86.3563,17.6821,0.00145169,0.000696083,0.00305284,-0.000159589
154,0.241389,17.6821,81.0898,-0.00195512,0.00147313,0.00162858,86.3563,17.6821,0.00166436,0.00147313,0.00305284,-3.37435e-05
155,0.241389,17.6821,81.0898,0.00837849,-0.00043962300000000004,-0.00622102,86.3563,17.6821,-0.00577756,-0.00043962300000000004,0.00305284,8.45601e-05
156,0.241389,17.6821,81.0898,0.0093965,-0.00024407400000000002,-0.00343204,86.3563,17.6821,-0.0030922,-0.00024407400000000002,0.00305284,0.00011716600000000001
157,0.241389,17.6821,81.0898,0.00579739,0.00104596,-0.0011899,86.3563,17.6821,-0.000960875,0.00104596,0.00305284,7.67857e-05
158,0.241389,17.6821,81.0898,0.0158582,-0.00146485,-0.00339432,86.3563,17.6821,-0.0030215999999999997,-0.00146485,0.00305284,0.000203303
159,0.241389,17.6821,81.0898,0.0171241,0.00156196,0.00492423,86.3563,17.6821,0.00455622,0.00156196,0.00305284,0.000212069
160,0.241389,17.6821,81.0898,0.0212003,0.00133275,0.00277186,86.3563,17.6821,0.00254138,0.00133275,0.00305284,0.000263478
161,0.241389,17.6821,81.0898,0.0289385,-0.000595225,0.000635233,86.3563,17.6821,0.00058835,-0.000595225,0.00305284,0.00036120099999999996
162,0.241389,17.6821,81.0898,0.0306692,-0.00103321,0.00401645,86.3563,17.6821,0.00367175,-0.00103321,0.00305284,0.000387291
163,0.241389,17.6821,81.0898,0.0339825,-0.000183462,0.00543743,86.3563,17.6821,0.00514135,-0.000183462,0.00305284,0.000429164
164,0.241389,17.6821,81.0898,0.036908699999999996,-0.000230405,0.00545226,86.3563,17.6821,0.00520723,-0.000230405,0.00305284,0.00046844
165,0.241389,17.6821,81.0898,0.041071699999999996,-0.0005435080000000001,0.00275922,86.3563,17.6821,0.00262857,-0.0005435080000000001,0.00305284,0.000521846
166,0.241389,17.6821,81.0898,0.040416900000000006,-0.00181363,0.00106839,86.3563,17.6821,0.00111972,-0.00181363,0.00305284,0.000514116
167,0.241389,17.6821,81.0898,0.0436227,-0.000205867,0.00511969,86.3563,17.6821,0.00508675,-0.000205867,0.00305284,0.00055112
168,0.241389,17.6821,81.0898,0.048274300000000006,-0.00347711,0.00343699,86.3563,17.6821,0.00353383,-0.00347711,0.00305284,0.00060976
169,0.241389,17.6821,81.0898,0.0417127,0.00174759,0.00610262,86.3563,17.6821,0.00592997,0.00174759,0.00305284,0.0005304880000000001
170,0.241389,17.6821,81.0898,0.0470353,-0.00119155,0.00184002,86.3563,17.6821,0.00205471,-0.00119155,0.00305284,0.00059461
171,0.241389,17.6821,81.0898,0.0425306,-0.00092212,0.00104915,86.3563,17.6821,0.0011998,-0.00092212,0.00305284,0.000539998
172,0.241389,17.6821,81.0898,0.03558,-0.000443156,0.000114036,86.3563,17.6821,0.00018298400000000002,-0.000443156,0.00305284,0.000448954
173,0.241389,17.6821,81.0898,0.034563199999999995,0.000414574,-0.00494628,86.3563,17.6821,-0.00438145,0.000414574,0.00305284,0.000439614
174,0.241389,17.6821,81.0898,0.0310973,0.00049311,-0.00237673,86.3563,17.6821,-0.0019820999999999997,0.00049311,0.00305284,0.00039238099999999997
175,0.241389,17.6821,81.0898,0.0236192,0.00110687,-0.000457902,86.3563,17.6821,-0.00030281599999999997,0.00110687,0.00305284,0.000297677
176,0.241389,17.6821,81.0898,0.0203424,0.000735946,-0.00349315,86.3563,17.6821,-0.00298499,0.000735946,0.00305284,0.00024266200000000002
177,0.241389,17.6821,81.0898,0.0159071,0.00259627,-0.0108391,86.3563,17.6821,-0.010040799999999999,0.00259627,0.00305284,0.000194887
178,0.241389,17.6821,81.0898,0.0116515,0.0022893,0.00267852,86.3563,17.6821,0.00253136,0.0022893,0.00305284,0.000142293
179,0.241389,17.6821,81.0898,0.00992154,0.00011366100000000001,0.00140389,86.3563,17.6821,0.00133656,0.00011366100000000001,0.00305284,0.000113395
180,0.241389,17.6821,81.0898,-0.00287124,0.00251957,0.00491583,86.3563,17.6821,0.00469446,0.00251957,0.00305284,-3.79931e-05
181,0.241389,17.6821,81.0898,-0.0007211019999999999,-0.000286348,0.000839163,86.3563,17.6821,0.00095261,-0.000286348,0.00305284,-1.89634e-05
182,0.241389,17.6821,81.0898,-0.00591135,0.0006068040000000001,0.00444935,86.3563,17.6821,0.00439671,0.0006068040000000001,0.00305284,-8.46487e-05
