,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
150,-3.73128e-07,4.57719e-06,80.9059,-0.0173365,0.00071698,-0.0006809689999999999,86.3261,4.57719e-06,-0.0007170330000000001,0.00071698,9.155540000000001e-05,-0.000223357
151,-3.73128e-07,4.57719e-06,80.9059,-0.011866100000000001,0.00157309,0.00115304,86.3261,4.57719e-06,0.00113516,0.00157309,9.155540000000001e-05,-0.000155043
152,-3.73128e-07,4.57719e-06,80.9059,-0.00653755,0.0016305,-0.000673707,86.3261,4.57719e-06,-0.000564582,0.0016305,9.155540000000001e-05,-9.16716e-05
153,-3.73128e-07,4.57719e-06,80.9059,-0.00904057,2.87418e-05,0.00138992,86.3261,4.57719e-06,0.00140709,2.87418e-05,9.155540000000001e-05,-0.000116025
154,-3.73128e-07,4.57719e-06,80.9059,0.00011671899999999999,0.00138585,0.0010404000000000001,86.3261,4.57719e-06,0.00100385,0.00138585,9.155540000000001e-05,-5.99044e-06
155,-3.73128e-07,4.57719e-06,80.9059,0.0101712,-0.00091754,-0.00669979,86.3261,4.57719e-06,-0.00631414,-0.00091754,9.155540000000001e-05,0.000109325
156,-3.73128e-07,4.57719e-06,80.9059,0.0104005,-0.000747673,-0.00324849,86.3261,4.57719e-06,-0.00300045,-0.000747673,9.155540000000001e-05,0.000130771
157,-3.73128e-07,4.57719e-06,80.9059,0.00610933,0.000830647,-0.00178165,86.3261,4.57719e-06,-0.00162414,0.000830647,9.155540000000001e-05,8.19339e-05
158,-3.73128e-07,4.57719e-06,80.9059,0.0153898,-0.00185767,-0.00351679,86.3261,4.57719e-06,-0.00321934,-0.00185767,9.155540000000001e-05,0.00019963
159,-3.73128e-07,4.57719e-06,80.9059,0.015881299999999998,0.00112807,0.00376367,86.3261,4.57719e-06,0.00346527,0.00112807,9.155540000000001e-05,0.000197188
160,-3.73128e-07,4.57719e-06,80.9059,0.0193143,0.00119616,0.00175139,86.3261,4.57719e-06,0.00155649,0.00119616,9.155540000000001e-05,0.00023915
