,Image,Time,Ezz_bas_x,Ezz_bas_signal_1,Ezz_bas_signal_2,Ezz_bas_quality_1,Ezz_bas_quality_2,Delta_uz_x,Delta_uz_signal_1,Delta_uz_signal_2,Delta_uz_quality_1,Delta_uz_quality_2,Ezz_haut_x,Ezz_haut_signal_1,Ezz_haut_signal_2,Ezz_haut_quality_1,Ezz_haut_quality_2,Charge_x,Charge_signal_1,Charge_signal_2,Charge_quality_1,Charge_quality_2
0,80,143.435,178.622609659742,-123.38635045766006,174.46450077890114,1.7301902562197193,0.023821543132809233,0.002177270624953049,-0.0017427085396313,0.0026892340291982085,1.4475734095196326,0.18905830350530076,220.51762680718355,-156.60845868091184,227.2647020998594,1.6566063633238166,0.02963796007164436,1713.5629999999999,-1026.8387699033208,1315.3168531169688,2.0775349547801683,0.30191568982427097
1,81,143.462,177.37751843964887,-100.76954685231081,172.8954297154129,1.5934869679932016,0.025677603191543587,0.0023301739011417143,-0.0013677518022603692,0.002704311293120656,1.3655733089060031,0.13816179050869182,221.9342222893515,-126.46532905250587,226.2368341741896,1.5304189658084597,0.018900135794399864,1593.623,-872.3092692371845,1279.6602854267278,1.8694559833251636,0.23801930110658684
2,82,143.49,168.32124524226765,-74.26852098675319,166.02710274904604,1.3897814476262829,0.013142997434939132,0.0022410545381569484,-0.0009375821340972891,0.0026379537407097095,1.1738097913505365,0.1465672922615762,216.4395850843879,-91.38302587436057,218.31238114660596,1.3521761440321036,0.008226654143700647,1435.903,-685.6684425656853,1203.9005950361955,1.6083914699664987,0.175884102542516
3,83,143.517,158.85183349009088,-46.532695001542415,154.54617622380712,1.1766349906849316,0.02466683851316814,0.0021982820427119613,-0.0004952054568300871,0.0024967954233957755,0.9946534712319118,0.11023528802595568,202.90596854338503,-54.8688786835808,204.28358484991833,1.1323307208206796,0.00605147198096366,1253.163,-485.57558032624195,1095.6118057624333,1.3181607958091677,0.11944165150916984
4,84,143.544,142.3790590562861,-17.46087766520209,138.62810384282494,0.9157129012423632,0.021488985490113337,0.002256771960473004,-3.8611029928143866e-05,0.0022839520878157726,0.8476410822761814,0.010037101718350917,181.53882763271753,-16.779401558329624,184.3896414233502,0.871154908353245,0.012522804568400709,1029.123,-271.54145000397426,955.8671144260745,0.9860509831076739,0.055536259169974095
5,85,143.571,120.63414776728182,12.112255606994324,118.72990635307373,0.621715065438012,0.010909278781239203,0.002040727310282597,0.0004190919509061609,0.0020055346384741605,0.5988389549052743,0.012995981300131623,154.95254479544593,21.791825771950798,159.20172209087053,0.5849367173675931,0.018665413020637324,788.263,-49.711144784580995,788.6787042671269,0.6352793214892001,0.00031515092250063463
6,86,143.598,95.29573678493327,41.33763621341584,95.4228771160683,0.309122549929219,0.0007283789262970169,0.0018181651360113199,0.0008647624624906575,0.0016695366657763348,0.3520733914155327,0.05488565433039945,128.75397368440932,59.73739213945892,129.44299241119023,0.3031699809739919,0.0030266609793306643,534.963,173.54640765293897,598.8466899138243,0.27399471569639344,0.048431073244048314
7,87,143.625,64.33251982688863,69.3761798129643,69.37617981298212,0.028894809479166096,0.028894809479268188,0.0014531060609387979,0.0012856049435768604,0.0012856049435771256,0.06185496232954544,0.06185496232944751,93.7088931666801,95.9678496091324,95.9678496091554,0.009922945563933798,0.0099229455640348,290.683,391.82130220572236,391.82130220586254,0.07667428929843423,0.07667428929854049
8,88,143.651,36.164868376507755,94.50264301360428,42.40235995499041,0.3342134260103043,0.035734195264100696,0.0009791599434476879,0.001656107603146306,0.000880869052116796,0.24998383681974767,0.03629694820167999,56.78472759459719,128.2638116642512,61.11644494613989,0.31398704590028886,0.01902798773359407,146.94299999999998,591.4503364802875,181.75880657505934,0.33698691167704464,0.02639432507048147
9,89,143.679,17.020639127277168,118.72990635305949,12.112255607013708,0.5826859675053604,0.028119819151219746,0.0006204447308833149,0.002005534638473958,0.0004190919509064585,0.5114872390488382,0.07435573455611985,30.978810865971333,159.20172209085243,21.791825771975994,0.5632463487221387,0.04035578166590163,-21.597000000000037,788.6787042670092,-49.711144784434396,0.6142807660948263,0.02131370631667397
10,90,143.705,-11.520859256270784,137.95891542463698,-16.369295812577278,0.8563601873079769,0.027776386781239806,0.00017352518597357378,0.0022747658588511597,-2.1597458943396568e-05,0.7759480337394236,0.07205506471279857,-4.379051012471685,183.5471399910447,-15.352604627177065,0.825505675240435,0.04820366303452072,-388.47700000000003,950.1369820873222,-263.425733074511,1.0148210270795432,0.09480302524633606
11,91,143.732,-51.12580858355562,154.03329814843522,-45.47472703126927,1.1753435636626286,0.032374689264411206,-0.0004471293144478198,0.0024901590453606315,-0.0004784680575875478,1.084684470816849,0.01157279907676406,-55.63543691052157,203.6483343519926,-53.479607062001804,1.1389589898671615,0.009469940114800145,-601.1570000000002,1090.9748909554892,-477.86011848751843,1.2828276459923305,0.0934730023789929
