,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
0,-0.14770999999999998,-11.095,80.7916,0.0,0.0,0.0,86.2463,-11.095,0.0,0.0,-0.00160532,0.0
1,-0.14770999999999998,-11.095,80.7916,-0.000718358,-9.251040000000001e-05,0.000703481,86.2463,-11.095,0.0006573130000000001,-9.251040000000001e-05,-0.00160532,-6.780260000000001e-06
2,-0.14770999999999998,-11.095,80.7916,0.00313642,-0.00041899099999999996,0.00102415,86.2463,-11.095,0.000914985,-0.00041899099999999996,-0.00160532,3.5024499999999996e-05
3,-0.14770999999999998,-11.095,80.7916,0.00236575,-0.00116748,0.00125716,86.2463,-11.095,0.00110997,-0.00116748,-0.00160532,2.50548e-05
4,-0.14770999999999998,-11.095,80.7916,0.0009287360000000001,-0.00101473,-0.000548915,86.2463,-11.095,-0.00043192,-0.00101473,-0.00160532,5.11301e-06
5,-0.14770999999999998,-11.095,80.7916,0.00145193,0.0006213719999999999,0.00109222,86.2463,-11.095,0.00111446,0.0006213719999999999,-0.00160532,1.1280799999999999e-05
6,-0.14770999999999998,-11.095,80.7916,0.00327295,-0.00128835,0.000597336,86.2463,-11.095,0.000537325,-0.00128835,-0.00160532,3.83776e-05
7,-0.14770999999999998,-11.095,80.7916,0.00289883,-0.00050829,0.00264322,86.2463,-11.095,0.00246727,-0.00050829,-0.00160532,4.231e-05
8,-0.14770999999999998,-11.095,80.7916,0.0100488,0.000274115,0.00122827,86.2463,-11.095,0.000982905,0.000274115,-0.00160532,0.000126855
9,-0.14770999999999998,-11.095,80.7916,0.0106109,-0.00299313,-0.00323236,86.2463,-11.095,-0.00315126,-0.00299313,-0.00160532,0.00013571200000000002
10,-0.14770999999999998,-11.095,80.7916,0.0116659,-0.000424954,-0.00042641900000000004,86.2463,-11.095,-0.000518736,-0.000424954,-0.00160532,0.000149823
11,-0.14770999999999998,-11.095,80.7916,0.0165729,-0.00110847,-0.00126675,86.2463,-11.095,-0.00141315,-0.00110847,-0.00160532,0.000209029
12,-0.14770999999999998,-11.095,80.7916,0.0169111,-0.00070221,0.00170394,86.2463,-11.095,0.00138714,-0.00070221,-0.00160532,0.00021700299999999998
13,-0.14770999999999998,-11.095,80.7916,0.018646400000000004,-0.000990807,0.0034398000000000002,86.2463,-11.095,0.00304129,-0.000990807,-0.00160532,0.00024008799999999998
14,-0.14770999999999998,-11.095,80.7916,0.020424200000000003,-0.00281305,-0.00110086,86.2463,-11.095,-0.00110199,-0.00281305,-0.00160532,0.000259681
15,-0.14770999999999998,-11.095,80.7916,0.020497099999999997,-0.00167987,-0.000255665,86.2463,-11.095,-0.000390035,-0.00167987,-0.00160532,0.000267459
16,-0.14770999999999998,-11.095,80.7916,0.0240035,8.44184e-05,1.0999800000000001e-05,86.2463,-11.095,-0.000134821,8.44184e-05,-0.00160532,0.000307338
17,-0.14770999999999998,-11.095,80.7916,0.0248359,-0.000747893,-0.000118908,86.2463,-11.095,-0.00039464199999999995,-0.000747893,-0.00160532,0.000319224
18,-0.14770999999999998,-11.095,80.7916,0.0234697,-0.00169826,-0.00116426,86.2463,-11.095,-0.00138757,-0.00169826,-0.00160532,0.000307302
19,-0.14770999999999998,-11.095,80.7916,0.0224906,0.000293464,0.0006606260000000001,86.2463,-11.095,0.000409994,0.000293464,-0.00160532,0.000290428
20,-0.14770999999999998,-11.095,80.7916,0.0239638,-0.00105015,-0.000973245,86.2463,-11.095,-0.00120061,-0.00105015,-0.00160532,0.000306079
21,-0.14770999999999998,-11.095,80.7916,0.0198053,-0.00018727900000000002,0.00159339,86.2463,-11.095,0.00127298,-0.00018727900000000002,-0.00160532,0.000250232
22,-0.14770999999999998,-11.095,80.7916,0.019105700000000003,-8.65465e-05,0.00143138,86.2463,-11.095,0.00122981,-8.65465e-05,-0.00160532,0.00023977799999999998
23,-0.14770999999999998,-11.095,80.7916,0.0168549,0.000250278,0.00221147,86.2463,-11.095,0.00185332,0.000250278,-0.00160532,0.000214133
24,-0.14770999999999998,-11.095,80.7916,0.0131343,0.00164172,0.00115301,86.2463,-11.095,0.0009483089999999999,0.00164172,-0.00160532,0.000157458
25,-0.14770999999999998,-11.095,80.7916,0.0108397,0.0007034130000000001,0.00188296,86.2463,-11.095,0.00175628,0.0007034130000000001,-0.00160532,0.000132576
26,-0.14770999999999998,-11.095,80.7916,0.00748881,0.004910800000000001,0.00642962,86.2463,-11.095,0.00605628,0.004910800000000001,-0.00160532,8.575120000000001e-05
27,-0.14770999999999998,-11.095,80.7916,0.00580542,0.00024785,0.000874962,86.2463,-11.095,0.000805052,0.00024785,-0.00160532,7.1803e-05
28,-0.14770999999999998,-11.095,80.7916,0.00363511,-0.00199686,-0.00127125,86.2463,-11.095,-0.00115331,-0.00199686,-0.00160532,4.7410900000000004e-05
29,-0.14770999999999998,-11.095,80.7916,-0.00737264,0.00107178,0.00315164,86.2463,-11.095,0.00324571,0.00107178,-0.00160532,-8.802639999999999e-05
30,-0.14770999999999998,-11.095,80.7916,-0.0006691860000000001,0.00012301399999999998,-0.00043079,86.2463,-11.095,-0.000269514,0.00012301399999999998,-0.00160532,-1.66738e-05
31,-0.14770999999999998,-11.095,80.7916,-0.00740224,0.00164082,-0.000168044,86.2463,-11.095,1.23551e-05,0.00164082,-0.00160532,-9.936850000000001e-05
32,-0.14770999999999998,-11.095,80.7916,-0.00936582,0.000270153,0.00128536,86.2463,-11.095,0.00130179,0.000270153,-0.00160532,-0.000123214
33,-0.14770999999999998,-11.095,80.7916,-0.00983555,0.00162394,0.00122981,86.2463,-11.095,0.00135381,0.00162394,-0.00160532,-0.00013358
34,-0.14770999999999998,-11.095,80.7916,-0.0142369,0.00117047,0.000641208,86.2463,-11.095,0.000855944,0.00117047,-0.00160532,-0.00018875400000000002
35,-0.14770999999999998,-11.095,80.7916,-0.018385299999999997,0.0017065000000000001,-0.000108201,86.2463,-11.095,0.000106162,0.0017065000000000001,-0.00160532,-0.000235834
36,-0.14770999999999998,-11.095,80.7916,-0.016657400000000003,0.00118432,-0.00113817,86.2463,-11.095,-0.000888168,0.00118432,-0.00160532,-0.000216503
37,-0.14770999999999998,-11.095,80.7916,-0.022758900000000002,0.00103829,0.000866315,86.2463,-11.095,0.00108914,0.00103829,-0.00160532,-0.00029421
38,-0.14770999999999998,-11.095,80.7916,-0.022078999999999998,0.00150147,0.00392382,86.2463,-11.095,0.00389011,0.00150147,-0.00160532,-0.000288412
39,-0.14770999999999998,-11.095,80.7916,-0.0240482,0.000381259,0.000958867,86.2463,-11.095,0.00105081,0.000381259,-0.00160532,-0.00031133
40,-0.14770999999999998,-11.095,80.7916,-0.0258756,0.00135782,0.000993151,86.2463,-11.095,0.00126148,0.00135782,-0.00160532,-0.000340489
41,-0.14770999999999998,-11.095,80.7916,-0.0255919,-0.000335032,9.49866e-05,86.2463,-11.095,0.00036809099999999997,-0.000335032,-0.00160532,-0.00033739800000000004
42,-0.14770999999999998,-11.095,80.7916,-0.0265033,0.00131689,0.00225011,86.2463,-11.095,0.00225756,0.00131689,-0.00160532,-0.00034481800000000005
43,-0.14770999999999998,-11.095,80.7916,-0.026295299999999997,0.00103737,0.000576496,86.2463,-11.095,0.000702113,0.00103737,-0.00160532,-0.000341795
44,-0.14770999999999998,-11.095,80.7916,-0.025890100000000003,0.00200231,0.000394125,86.2463,-11.095,0.000523011,0.00200231,-0.00160532,-0.000338992
45,-0.14770999999999998,-11.095,80.7916,-0.026117500000000002,0.00108431,0.00136637,86.2463,-11.095,0.00141729,0.00108431,-0.00160532,-0.00033977800000000005
46,-0.14770999999999998,-11.095,80.7916,-0.022715400000000004,0.00196716,0.00324342,86.2463,-11.095,0.00316553,0.00196716,-0.00160532,-0.000299382
47,-0.14770999999999998,-11.095,80.7916,-0.0186739,0.000876967,0.00359201,86.2463,-11.095,0.00350042,0.000876967,-0.00160532,-0.000246683
48,-0.14770999999999998,-11.095,80.7916,-0.017257599999999998,0.000154484,0.00265112,86.2463,-11.095,0.00273232,0.000154484,-0.00160532,-0.000227388
49,-0.14770999999999998,-11.095,80.7916,-0.014403000000000001,0.00164567,0.00356618,86.2463,-11.095,0.00361028,0.00164567,-0.00160532,-0.00019021
50,-0.14770999999999998,-11.095,80.7916,-0.00903123,-0.000307893,0.00187681,86.2463,-11.095,0.00192758,-0.000307893,-0.00160532,-0.000120658
51,-0.14770999999999998,-11.095,80.7916,-0.00796054,0.00137638,0.00397117,86.2463,-11.095,0.00387846,0.00137638,-0.00160532,-0.00010677299999999999
52,-0.14770999999999998,-11.095,80.7916,-0.003411,-0.00131236,0.0010867000000000001,86.2463,-11.095,0.00112167,-0.00131236,-0.00160532,-5.20988e-05
53,-0.14770999999999998,-11.095,80.7916,-0.0064012,0.00024039099999999998,0.000544958,86.2463,-11.095,0.000695832,0.00024039099999999998,-0.00160532,-8.00474e-05
54,-0.14770999999999998,-11.095,80.7916,-0.00369932,-0.00194597,-0.00206951,86.2463,-11.095,-0.00175485,-0.00194597,-0.00160532,-4.4032899999999996e-05
55,-0.14770999999999998,-11.095,80.7916,0.00698571,-0.00153227,-0.0034444000000000002,86.2463,-11.095,-0.00320275,-0.00153227,-0.00160532,8.141350000000001e-05
56,-0.14770999999999998,-11.095,80.7916,0.00554115,1.37514e-05,-0.00033064,86.2463,-11.095,-0.000296211,1.37514e-05,-0.00160532,6.83102e-05
57,-0.14770999999999998,-11.095,80.7916,0.010366,0.000302814,0.000579335,86.2463,-11.095,0.000436417,0.000302814,-0.00160532,0.000128501
58,-0.14770999999999998,-11.095,80.7916,0.014568000000000001,-0.00189275,0.00044528300000000004,86.2463,-11.095,0.00028882,-0.00189275,-0.00160532,0.000180978
