,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
0,-0.5398850000000001,-41.6035,80.9265,0.0,0.0,0.0,86.3394,-41.6035,0.0,0.0,-0.00662993,0.0
1,-0.5398850000000001,-41.6035,80.9265,-0.0006990589999999999,-0.000273961,0.00029598900000000003,86.3394,-41.6035,0.00024228799999999998,-0.000273961,-0.00662993,-7.39039e-06
2,-0.5398850000000001,-41.6035,80.9265,0.00322894,-0.000781322,0.000921388,86.3394,-41.6035,0.0006770680000000001,-0.000781322,-0.00662993,3.67606e-05
3,-0.5398850000000001,-41.6035,80.9265,0.00235089,-0.0009417119999999999,0.00117483,86.3394,-41.6035,0.0009359739999999999,-0.0009417119999999999,-0.00662993,2.7316700000000002e-05
4,-0.5398850000000001,-41.6035,80.9265,0.00101529,-0.00140314,-0.000505449,86.3394,-41.6035,-0.000555587,-0.00140314,-0.00662993,6.00414e-06
5,-0.5398850000000001,-41.6035,80.9265,0.0015477,0.00046689999999999996,0.000680975,86.3394,-41.6035,0.000616439,0.00046689999999999996,-0.00662993,1.74359e-05
6,-0.5398850000000001,-41.6035,80.9265,0.00318409,-0.00188678,0.0006852389999999999,86.3394,-41.6035,0.000533067,-0.00188678,-0.00662993,3.97175e-05
7,-0.5398850000000001,-41.6035,80.9265,0.0020992,-0.000419875,0.00245475,86.3394,-41.6035,0.00214076,-0.000419875,-0.00662993,3.2889099999999997e-05
8,-0.5398850000000001,-41.6035,80.9265,0.00863738,0.000138862,0.000171227,86.3394,-41.6035,-7.45342e-05,0.000138862,-0.00662993,0.000107435
9,-0.5398850000000001,-41.6035,80.9265,0.00908217,-0.00334079,-0.00316822,86.3394,-41.6035,-0.00309428,-0.00334079,-0.00662993,0.00011261700000000001
10,-0.5398850000000001,-41.6035,80.9265,0.00943319,-0.000444257,-0.000880778,86.3394,-41.6035,-0.00107046,-0.000444257,-0.00662993,0.000120365
11,-0.5398850000000001,-41.6035,80.9265,0.0137218,-0.00118497,-0.00192604,86.3394,-41.6035,-0.00206481,-0.00118497,-0.00662993,0.000171476
12,-0.5398850000000001,-41.6035,80.9265,0.0136517,-0.000525405,0.0007016969999999999,86.3394,-41.6035,0.000340121,-0.000525405,-0.00662993,0.000175191
13,-0.5398850000000001,-41.6035,80.9265,0.014752100000000002,-0.000649676,0.00306523,86.3394,-41.6035,0.0026631,-0.000649676,-0.00662993,0.00018993599999999998
14,-0.5398850000000001,-41.6035,80.9265,0.0161069,-0.00160913,-0.00164046,86.3394,-41.6035,-0.00167925,-0.00160913,-0.00662993,0.00020176900000000003
15,-0.5398850000000001,-41.6035,80.9265,0.0159805,-0.0018276,-0.0008026239999999999,86.3394,-41.6035,-0.00092342,-0.0018276,-0.00662993,0.000204768
16,-0.5398850000000001,-41.6035,80.9265,0.0186701,-9.7984e-05,-0.0006966569999999999,86.3394,-41.6035,-0.00082651,-9.7984e-05,-0.00662993,0.000234532
17,-0.5398850000000001,-41.6035,80.9265,0.019329,-0.00081967,-0.000814015,86.3394,-41.6035,-0.00104297,-0.00081967,-0.00662993,0.00024373599999999999
18,-0.5398850000000001,-41.6035,80.9265,0.0179423,-0.00178984,-0.00162263,86.3394,-41.6035,-0.00184824,-0.00178984,-0.00662993,0.000232488
19,-0.5398850000000001,-41.6035,80.9265,0.017008900000000004,0.000638105,0.0007577339999999999,86.3394,-41.6035,0.000445884,0.000638105,-0.00662993,0.00021644
20,-0.5398850000000001,-41.6035,80.9265,0.0183233,-0.00124302,-0.00127475,86.3394,-41.6035,-0.00145112,-0.00124302,-0.00662993,0.000229387
21,-0.5398850000000001,-41.6035,80.9265,0.0148797,0.000163597,0.000346357,86.3394,-41.6035,8.40036e-05,0.000163597,-0.00662993,0.00018333799999999999
22,-0.5398850000000001,-41.6035,80.9265,0.014474299999999999,-0.00025502900000000004,-0.00127931,86.3394,-41.6035,-0.00141436,-0.00025502900000000004,-0.00662993,0.000178299
23,-0.5398850000000001,-41.6035,80.9265,0.012551600000000001,0.00180532,0.00115659,86.3394,-41.6035,0.000831224,0.00180532,-0.00662993,0.000157608
24,-0.5398850000000001,-41.6035,80.9265,0.00957534,0.00228528,0.00126888,86.3394,-41.6035,0.00108263,0.00228528,-0.00662993,0.000114506
25,-0.5398850000000001,-41.6035,80.9265,0.00777067,0.00100343,0.00160107,86.3394,-41.6035,0.00136456,0.00100343,-0.00662993,9.406860000000001e-05
26,-0.5398850000000001,-41.6035,80.9265,0.00481909,0.00395432,0.00324003,86.3394,-41.6035,0.00307989,0.00395432,-0.00662993,5.72685e-05
27,-0.5398850000000001,-41.6035,80.9265,0.00345667,0.000681328,0.00040636400000000004,86.3394,-41.6035,0.000332483,0.000681328,-0.00662993,4.27511e-05
28,-0.5398850000000001,-41.6035,80.9265,0.00185615,-0.00192422,-0.00150274,86.3394,-41.6035,-0.00142712,-0.00192422,-0.00662993,2.2380100000000003e-05
29,-0.5398850000000001,-41.6035,80.9265,-0.0089243,0.000534263,0.00264946,86.3394,-41.6035,0.00268139,0.000534263,-0.00662993,-0.000102919
30,-0.5398850000000001,-41.6035,80.9265,-0.00122101,5.85144e-05,-0.0007198230000000001,86.3394,-41.6035,-0.00067783,5.85144e-05,-0.00662993,-2.18347e-05
31,-0.5398850000000001,-41.6035,80.9265,-0.00739939,0.00189136,-0.000190901,86.3394,-41.6035,3.67314e-05,0.00189136,-0.00662993,-0.000100031
32,-0.5398850000000001,-41.6035,80.9265,-0.00852755,0.000307115,0.00119192,86.3394,-41.6035,0.00131496,0.000307115,-0.00662993,-0.000113389
33,-0.5398850000000001,-41.6035,80.9265,-0.00838066,0.00165206,0.00129889,86.3394,-41.6035,0.00134486,0.00165206,-0.00662993,-0.000111941
34,-0.5398850000000001,-41.6035,80.9265,-0.0122819,0.000826248,-0.00037771699999999996,86.3394,-41.6035,-9.45315e-05,0.000826248,-0.00662993,-0.00016172799999999998
35,-0.5398850000000001,-41.6035,80.9265,-0.0154004,0.00126267,-0.000278549,86.3394,-41.6035,-3.61883e-05,0.00126267,-0.00662993,-0.00019579599999999998
36,-0.5398850000000001,-41.6035,80.9265,-0.0134275,0.0008798260000000001,-0.00115886,86.3394,-41.6035,-0.000879872,0.0008798260000000001,-0.00662993,-0.00017649700000000001
37,-0.5398850000000001,-41.6035,80.9265,-0.018725,0.000527446,0.000310478,86.3394,-41.6035,0.000684754,0.000527446,-0.00662993,-0.000239946
38,-0.5398850000000001,-41.6035,80.9265,-0.0173957,0.0011857999999999999,0.00269785,86.3394,-41.6035,0.00278541,0.0011857999999999999,-0.00662993,-0.00022469
39,-0.5398850000000001,-41.6035,80.9265,-0.018793099999999997,-0.000445329,0.000157136,86.3394,-41.6035,0.000367398,-0.000445329,-0.00662993,-0.000242942
40,-0.5398850000000001,-41.6035,80.9265,-0.020053599999999998,0.000819343,0.000771271,86.3394,-41.6035,0.00108659,0.000819343,-0.00662993,-0.000261836
41,-0.5398850000000001,-41.6035,80.9265,-0.019431900000000002,-0.000624731,0.000106338,86.3394,-41.6035,0.000430886,-0.000624731,-0.00662993,-0.000254605
42,-0.5398850000000001,-41.6035,80.9265,-0.0200505,0.000893563,0.00163579,86.3394,-41.6035,0.00177244,0.000893563,-0.00662993,-0.00026084299999999997
43,-0.5398850000000001,-41.6035,80.9265,-0.0197081,0.000555064,0.0007989760000000001,86.3394,-41.6035,0.00105329,0.000555064,-0.00662993,-0.000255077
44,-0.5398850000000001,-41.6035,80.9265,-0.0193512,0.00174083,0.000412584,86.3394,-41.6035,0.0007353739999999999,0.00174083,-0.00662993,-0.000252836
45,-0.5398850000000001,-41.6035,80.9265,-0.019405099999999998,0.000648626,0.00158635,86.3394,-41.6035,0.00167605,0.000648626,-0.00662993,-0.000250234
46,-0.5398850000000001,-41.6035,80.9265,-0.0165682,0.00161715,0.00318698,86.3394,-41.6035,0.00316103,0.00161715,-0.00662993,-0.000216975
47,-0.5398850000000001,-41.6035,80.9265,-0.0132907,0.000505784,0.00330342,86.3394,-41.6035,0.0032454999999999997,0.000505784,-0.00662993,-0.00017412799999999998
48,-0.5398850000000001,-41.6035,80.9265,-0.012066799999999999,-0.00034820900000000004,0.00252246,86.3394,-41.6035,0.00257636,-0.00034820900000000004,-0.00662993,-0.000158374
