,X [mm],Y [mm],Z [mm],U [mm],V [mm],W [mm],R [mm],Z [mm] (cylinder),dR [mm],dZ [mm] (cylinder),Theta [rad],dTheta [rad]
0,1.00168,46.3885,80.9733,0.0,0.0,0.0,86.29799999999999,46.3885,0.0,0.0,0.012459200000000002,0.0
1,1.00168,46.3885,80.9733,-0.000566884,-0.000247937,0.00103382,86.29799999999999,46.3885,0.000974032,-0.000247937,0.012459200000000002,-6.51759e-06
2,1.00168,46.3885,80.9733,0.00366426,-0.000550661,0.000869714,86.29799999999999,46.3885,0.0009135910000000001,-0.000550661,0.012459200000000002,3.9497e-05
3,1.00168,46.3885,80.9733,0.00271013,-0.0010525999999999999,0.00170085,86.29799999999999,46.3885,0.00164776,-0.0010525999999999999,0.012459200000000002,2.7951399999999998e-05
4,1.00168,46.3885,80.9733,0.00116268,-0.00108398,-8.93323e-05,86.29799999999999,46.3885,-5.51506e-06,-0.00108398,0.012459200000000002,9.98098e-06
5,1.00168,46.3885,80.9733,0.00190964,0.000275337,0.000250607,86.29799999999999,46.3885,0.000296346,0.000275337,0.012459200000000002,1.3509e-05
6,1.00168,46.3885,80.9733,0.00512148,-0.00143728,0.00012022399999999999,86.29799999999999,46.3885,0.00016062299999999998,-0.00143728,0.012459200000000002,6.08688e-05
7,1.00168,46.3885,80.9733,0.00626334,-0.000357814,0.00272954,86.29799999999999,46.3885,0.00265791,-0.000357814,0.012459200000000002,8.06818e-05
8,1.00168,46.3885,80.9733,0.016621599999999997,3.4136e-05,1.6805999999999998e-05,86.29799999999999,46.3885,0.000202046,3.4136e-05,0.012459200000000002,0.00020439700000000002
9,1.00168,46.3885,80.9733,0.0191864,-0.00254318,-0.00443739,86.29799999999999,46.3885,-0.00381173,-0.00254318,0.012459200000000002,0.000241125
10,1.00168,46.3885,80.9733,0.0228179,-0.00033123,-0.00149965,86.29799999999999,46.3885,-0.000996027,-0.00033123,0.012459200000000002,0.000287878
11,1.00168,46.3885,80.9733,0.0322445,-0.00113013,0.00045851199999999995,86.29799999999999,46.3885,0.0009453310000000001,-0.00113013,0.012459200000000002,0.00040211099999999997
