,Image,Time,Ezz_bas_x,Ezz_bas_signal_1,Ezz_bas_signal_2,Ezz_bas_quality_1,Ezz_bas_quality_2,Delta_uz_x,Delta_uz_signal_1,Delta_uz_signal_2,Delta_uz_quality_1,Delta_uz_quality_2,Ezz_haut_x,Ezz_haut_signal_1,Ezz_haut_signal_2,Ezz_haut_quality_1,Ezz_haut_quality_2,Charge_x,Charge_signal_1,Charge_signal_2,Charge_quality_1,Charge_quality_2
0,30,131.517,-203.25565313170017,-19.41151279615006,-156.91008331547235,1.1668997329725967,0.2941656608924917,-0.0028362754521821486,-0.0005221892022728178,-0.002563575903222342,0.9026464012562145,0.10637082628290395,-259.3623695686502,-31.14077194587515,-207.04565529557132,1.100093308663691,0.252181510876168,-1660.2330000000002,28.300187204044363,-972.9686363244335,1.6849281486502024,0.6857970460376855
1,31,131.544,-195.38988466813976,-45.529760221325624,-152.26405657172515,0.9511956099392329,0.27372924259689996,-0.0027182687814955413,-0.0009384519695032706,-0.002523093702737087,0.6942460508129628,0.07613116514698609,-243.90212360050867,-65.32249202561326,-201.8699766868485,0.8608048484696296,0.20260695766802564,-1454.573,-141.23327230131721,-918.4757042281739,1.310535731669155,0.534952721632263
2,32,131.571,-173.27370339246238,-70.34081136499195,-143.24640547529657,0.6533380068667118,0.1905899522142882,-0.0025872551655043603,-0.0013277710208225767,-0.0024101714390922734,0.4912819609384989,0.0690743434360639,-220.62141324106935,-97.62875046752124,-190.89844759292697,0.5928597763808122,0.1432731869540603,-1218.093,-306.7118102019332,-837.61259097195,0.9094353800554057,0.3796680788032596
3,33,131.598,-147.6188598727313,-93.13232085928922,-130.11603409076324,0.34583820680572397,0.11109433618045529,-0.0022621092651401824,-0.0016789686910354564,-0.0022280512019103786,0.22746331977156758,0.01328489299365722,-191.93319682650224,-127.13200843333232,-174.4460694977478,0.3123602432343478,0.0842929501961954,-965.6930000000001,-463.38440368659127,-732.7009420122663,0.5012361614513884,0.23249461715675102
4,34,131.625,-121.33668221209336,-113.24992601227521,-113.24992601228053,0.051328443936037506,0.05132844393600377,-0.0020235862289892416,-0.001981961810664177,-0.0019819618106642557,0.016236270971738877,0.01623627097170809,-162.81436331820044,-152.98520349796203,-152.98520349796883,0.04737935874896008,0.04737935874892733,-714.4530000000001,-606.7528557380274,-606.752855738066,0.1074702031656051,0.10747020316556653
5,35,131.651,-90.73265820330889,-129.55530556972258,-93.92891478806858,0.246415995432177,0.020287352909157553,-0.001734312595908026,-0.0022200393021427085,-0.0016911084189356065,0.18946548055153484,0.016852481131556424,-124.378207176699,-173.73715457023823,-128.15954535620742,0.23792422941524843,0.018227130439895912,-549.4330000000001,-728.3907515946127,-468.95827713481714,0.17857567465416713,0.08030290836918297
6,36,131.679,-76.27248743147257,-143.24640547529336,-70.34081136499879,0.42509838463614474,0.037649670016215095,-0.0013983396437137084,-0.002410171439092231,-0.0013277710208226831,0.3946811960059065,0.02752642149647043,-103.20787055855894,-190.89844759292302,-97.62875046753012,0.42269363650592107,0.026892952920768928,-380.63300000000004,-837.6125909719233,-306.71181020197946,0.4560039340785573,0.07376336717351593
7,37,131.705,-48.35116429689665,-152.00680382797083,-46.47652953009384,0.657925446354435,0.011898724674121909,-0.001025138448364181,-0.002520189422135435,-0.0009534233264183303,0.5831685751652934,0.027973631813684122,-70.421652321425,-201.56553242894233,-66.55837911733137,0.6321509729194704,0.018622080669104132,-21.373000000000047,-915.938933755729,-147.46422748215227,0.8926560247858714,0.12582202120310532
8,38,131.732,-4.958393924056736,-156.81791113241732,-20.393491688559926,0.9638862014114309,0.09797000560872297,-0.00046777546920916477,-0.002563388310718067,-0.0005379491044369066,0.8174273495157909,0.02737235023278382,-16.37684031094458,-206.95956674039647,-32.428868001609004,0.9186631952268841,0.0773753598998642,209.0469999999999,-971.4412697847295,22.005552543587484,1.1779679132070897,0.18664211172860046
9,39,131.76,19.57958105601123,-157.05109451682245,7.264054878918636,1.1211142644226733,0.07816938946890896,-8.335050303950533e-05,-0.002530455763793556,-9.093396022787436e-05,0.9545325967004649,0.00295804892338394,18.886438888251057,-206.27688549547594,3.9350249111414364,1.0853515578329789,0.07207008733005942,389.00699999999995,-999.5268510571337,197.02112541989965,1.385569314674722,0.1915759824412313
10,40,131.787,51.7122484671253,-152.68304163000786,33.731065656719004,1.2973424608468767,0.11413057485377573,0.00041423532483893585,-0.0024246841904711084,0.00034293206944503,1.1073660214916587,0.027812976669164186,56.113844615365814,-199.58573928999596,38.897844016794785,1.2325450536339038,0.08298604188961332,526.2269999999997,-997.3878405771088,360.0854275967082,1.520361904666159,0.16578685815873379
11,41,131.814,71.51626570015802,-143.93133499023534,59.22963022738626,1.3674939394660275,0.07798601372956887,0.0008409485604882992,-0.0022492979707686806,0.000766952241731099,1.2054001489974306,0.02886344916271445,85.6329525337398,-187.16432490453352,72.74387452504087,1.3149608216640083,0.06212903870583996,644.8869999999998,-966.613017607193,512.8113855852182,1.6080594457919533,0.13179363139804504
12,42,131.841,86.32993578777334,-131.04724318139563,83.02766415589133,1.379741402856176,0.020960254041346545,0.001197989379534501,-0.002009332585064272,0.001168952594154575,1.2510672967044887,0.011326263153876094,110.9073323231714,-169.36927120372295,104.50136949483382,1.3510133104254167,0.03087857116244831,726.0269999999999,-908.0859522332476,650.8141134692664,1.630624101532073,0.07505230611825252
13,43,131.868,109.80980068690525,-114.40067891161243,104.4419066187997,1.4231138849225333,0.034071220019658725,0.0015400914658733715,-0.0017116776338822253,0.0015373913710963595,1.2684046135815183,0.0010532152090770453,135.5108210793199,-146.7114885880286,133.2585455314417,1.3603921699550805,0.01085661166732793,778.687,-823.4870038917177,770.1314411900347,1.5987533432273235,0.008537292589559736
14,44,131.895,113.17267490617826,-94.46957851980568,122.85753737587447,1.3179516607620458,0.061471980608889164,0.002079063971206347,-0.0013648790318823959,0.0018616903969453237,1.3433651221908325,0.08479004382079582,148.70194772805263,-119.84150034236919,158.1897608261484,1.294456148694777,0.04573397001767931,788.9469999999998,-715.2450768893152,867.3376716573378,1.5009806088111846,0.07822330663559729
15,45,131.922,123.75230783612957,-71.82618003650245,137.74582875688262,1.2413802520831683,0.08881999609000107,0.002055263694457441,-0.0009788936477321789,0.0021325387840833445,1.1835216625481828,0.03014238624870016,164.79063106476679,-89.53076558599638,178.5792200009549,1.2259017972871689,0.0664649383871503,777.467,-586.4678845941273,939.6419352862515,1.3610228672993805,0.16182868985938972
16,46,131.949,129.2021327825568,-47.12059376651651,148.67932586122157,1.1191596433347273,0.12362608544970156,0.0021875015230123813,-0.0005648034343428729,0.0023421602560096833,1.0735806260521619,0.060327115624290224,170.95421860758532,-56.64953005636562,193.84152517360198,1.0971151001486026,0.1103233570743213,740.6069999999999,-440.8527244678272,984.9683181231991,1.1789372938228182,0.2438396037858219
17,47,131.976,126.2282783346914,-21.062137095905204,155.34411913411924,0.934885094089402,0.18480473074699982,0.002461688069466634,-0.00013449725703195103,0.0024845364105337817,1.0126836638219328,0.008912361343378472,175.43451693540842,-22.141840649645687,203.53848320461873,0.9523744956370086,0.13546914736251506,621.687,-282.58032566302376,1002.0154630159464,0.9023367041053908,0.3795164571977093
18,48,132.003,124.20427551984483,5.60103058480084,157.54885696424066,0.7528012293009926,0.21164549010118477,0.002254267478157237,0.00029967044543133844,0.00255557951297751,0.7624218749691094,0.11753158461417038,169.24706531009096,13.001558930440584,207.3916865773254,0.7531479836589771,0.1838679732974042,473.5669999999999,-116.19481690248205,990.2939326316176,0.5885026683683404,0.5156237144490778
19,49,132.03,105.68198605548781,32.1033881422692,155.2302395432935,0.4670197597852415,0.3144938079541211,0.0021053620865109125,0.0007252343667628192,0.002553249858345824,0.5383409194680503,0.17470579820838048,156.83826783680644,47.77167322626878,205.2905067029334,0.5257321488394238,0.2335536352457902,288.3269999999999,53.526739134617515,950.1402615984363,0.2342989594996251,0.66040028236795
