"Average";;;;;;;;;;;;;"R0";;;;;;;;;;;;"R1";;;;;;;;;;;;"R2";;;;;;;;;;;;"R3";;;;;;;;;;;;"R4";;;;;;;;;;;;"R5";;;;;;;;;;;;"R6";;;;;;;;;;;;"R7";;;;;;;;;;;;"R8";;;;;;;;;;;;"R9";;;;;;;;;;;;"R10";;;;;;;;;;;;"R11";;;;;;;;;;;;"R12";;;;;;;;;;;;"R13";;;;;;;;;;;;"R14";;;;;;;;;;;;"R15";;;;;;;;;;;;"R16";;;;;;;;;;;;"R17";;;;;;;;;;;;"R18";;;;;;;;;;;;"R19";;;;;;;;;;;;"R20";;;;;;;;;;;;"R21";;;;;;;;;;;;"R22";;;;;;;;;;;;"R23";;;;;;;;;;;;"R24";;;;;;;;;;;
"Index [1]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]";"X [mm]";"Y [mm]";"Z [mm]";"U [mm]";"V [mm]";"W [mm]";"R [mm]";"Z [mm] (cylinder)";"dR [mm]";"dZ [mm] (cylinder)";"Theta [rad]";"dTheta [rad]"
0;-3.5895e-07;-8.64329e-06;80.4348;0;0;0;87.0978;-8.64329e-06;0;0;-0.000325445;0;-0.378004;52.9261;80.1858;0;0;0;86.9308;52.9261;0;0;-0.00503581;0;-0.176493;49.2739;80.1451;0;0;0;86.8923;49.2739;0;0;-0.00261819;0;-0.117769;45.2181;80.2002;0;0;0;86.9403;45.2181;0;0;-0.00183447;0;0.192085;40.9504;80.2938;0;0;0;86.9687;40.9504;0;0;0.00205479;0;-0.0595745;37.1099;80.2707;0;0;0;86.9975;37.1099;0;0;-0.00115571;0;-0.162806;33.0576;80.2127;0;0;0;86.9459;33.0576;0;0;-0.00248072;0;-0.256538;28.3851;80.2925;0;0;0;86.9789;28.3851;0;0;-0.00369537;0;-0.283279;24.1417;80.3417;0;0;0;87.0359;24.1417;0;0;-0.00392035;0;-0.316562;19.868;80.4343;0;0;0;87.1237;19.868;0;0;-0.00438715;0;-0.195686;15.4208;80.558;0;0;0;87.22;15.4208;0;0;-0.00311382;0;0.101723;11.3734;80.5405;0;0;0;87.2275;11.3734;0;0;0.000732495;0;0.13079;7.10675;80.5698;0;0;0;87.2659;7.10675;0;0;0.00135404;0;0.0729771;1.86326;80.6498;0;0;0;87.3191;1.86326;0;0;0.000785257;0;0.0697662;-3.78967;80.6745;0;0;0;87.3634;-3.78967;0;0;0.000927354;0;-0.22254;-8.87275;80.7441;0;0;0;87.381;-8.87275;0;0;-0.00238662;0;0.35631;-14.5106;80.6984;0;0;0;87.3265;-14.5106;0;0;0.00441298;0;0.293794;-19.5609;80.505;0;0;0;87.2331;-19.5609;0;0;0.00346131;0;0.448781;-24.0301;80.4834;0;0;0;87.2055;-24.0301;0;0;0.00520667;0;0.292414;-28.2904;80.5076;0;0;0;87.2092;-28.2904;0;0;0.00331542;0;0.077016;-32.5234;80.5096;0;0;0;87.2024;-32.5234;0;0;0.000720091;0;0.175513;-37.169;80.4911;0;0;0;87.1638;-37.169;0;0;0.00172656;0;0.026982;-41.8126;80.4626;0;0;0;86.9838;-41.8126;0;0;-0.000179503;0;0.48069;-46.036;80.514;0;0;0;86.8011;-46.036;0;0;0.00542379;0;-0.318101;-50.1316;80.0321;0;0;0;86.6987;-50.1316;0;0;-0.0044092;0;-0.630688;-53.7584;80.0992;0;0;0;86.6065;-53.7584;0;0;-0.00840646;0
1;-3.5895e-07;-8.64329e-06;80.4348;-0.000220977;0.000138435;-3.55351e-05;87.0978;-8.64329e-06;-2.37999e-05;0.000138435;-0.000325445;-2.95152e-06;-0.378004;52.9261;80.1858;-7.96186e-05;0.000151648;1.28004e-05;86.9308;52.9261;1.51199e-05;0.000151648;-0.00503581;-1.47233e-06;-0.176493;49.2739;80.1451;-9.5076e-05;0.000150556;-0.000101499;86.8923;49.2739;-6.54453e-05;0.000150556;-0.00261819;-7.63577e-07;-0.117769;45.2181;80.2002;-0.000105422;0.000144296;-4.62278e-05;86.9403;45.2181;-3.04417e-05;0.000144296;-0.00183447;-1.51996e-06;0.192085;40.9504;80.2938;-7.41963e-05;0.000182472;-8.67828e-05;86.9687;40.9504;-7.47106e-05;0.000182472;0.00205479;-9.97822e-07;-0.0595745;37.1099;80.2707;-0.000150858;0.000189662;-0.000101422;86.9975;37.1099;-5.81978e-05;0.000189662;-0.00115571;-1.52733e-06;-0.162806;33.0576;80.2127;-0.000142744;0.0001412;5.48957e-05;86.9459;33.0576;4.64666e-05;0.0001412;-0.00248072;-2.5915e-06;-0.256538;28.3851;80.2925;-0.000183801;0.000160429;8.03579e-05;86.9789;28.3851;9.41959e-05;0.000160429;-0.00369537;-2.12276e-06;-0.283279;24.1417;80.3417;-0.000133139;0.000155621;-3.85553e-05;87.0359;24.1417;-1.59764e-06;0.000155621;-0.00392035;-1.33604e-06;-0.316562;19.868;80.4343;-0.000187897;9.27666e-05;3.01404e-06;87.1237;19.868;2.08105e-05;9.27666e-05;-0.00438715;-2.40359e-06;-0.195686;15.4208;80.558;-0.000183282;0.000137872;-3.18255e-05;87.22;15.4208;-5.29213e-05;0.000137872;-0.00311382;-3.17529e-06;0.101723;11.3734;80.5405;-0.000173705;0.000132367;5.40157e-06;87.2275;11.3734;2.63219e-05;0.000132367;0.000732495;-2.39512e-06;0.13079;7.10675;80.5698;-0.000202014;0.000109656;2.17004e-05;87.2659;7.10675;2.32121e-05;0.000109656;0.00135404;-2.91493e-06;0.0729771;1.86326;80.6498;-0.000221224;0.000138088;-3.72094e-05;87.3191;1.86326;-2.67934e-05;0.000138088;0.000785257;-2.72508e-06;0.0697662;-3.78967;80.6745;-0.000266196;0.000122518;4.39406e-06;87.3634;-3.78967;1.44149e-05;0.000122518;0.000927354;-3.79507e-06;-0.22254;-8.87275;80.7441;-0.00023588;0.000138415;2.28235e-05;87.381;-8.87275;4.3772e-05;0.000138415;-0.00238662;-3.25583e-06;0.35631;-14.5106;80.6984;-0.000254827;0.000107186;4.01542e-05;87.3265;-14.5106;4.52622e-05;0.000107186;0.00441298;-3.4852e-06;0.293794;-19.5609;80.505;-0.000287389;0.000135466;-4.31459e-05;87.2331;-19.5609;-4.40324e-05;0.000135466;0.00346131;-3.16626e-06;0.448781;-24.0301;80.4834;-0.000328033;0.000101767;4.63599e-05;87.2055;-24.0301;2.8848e-05;0.000101767;0.00520667;-4.0827e-06;0.292414;-28.2904;80.5076;-0.000285188;0.000111599;-6.27613e-05;87.2092;-28.2904;-5.79414e-05;0.000111599;0.00331542;-4.27037e-06;0.077016;-32.5234;80.5096;-0.00026298;0.000156341;-0.000166609;87.2024;-32.5234;-0.000142272;0.000156341;0.000720091;-3.29604e-06;0.175513;-37.169;80.4911;-0.00029646;0.000169173;-0.000155812;87.1638;-37.169;-0.000150211;0.000169173;0.00172656;-3.81537e-06;0.026982;-41.8126;80.4626;-0.00031574;0.000143989;-1.76207e-05;86.9838;-41.8126;-8.66956e-06;0.000143989;-0.000179503;-4.47838e-06;0.48069;-46.036;80.514;-0.000371801;0.000121106;-8.64991e-05;86.8011;-46.036;-7.09698e-05;0.000121106;0.00542379;-4.8744e-06;-0.318101;-50.1316;80.0321;-0.000294882;8.46844e-05;-0.000167047;86.6987;-50.1316;-0.000138255;8.46844e-05;-0.0044092;-4.19244e-06;-0.630688;-53.7584;80.0992;-0.000382495;0.000178945;-0.000124579;86.6065;-53.7584;-0.000107929;0.000178945;-0.00840646;-4.84077e-06
2;-3.5895e-07;-8.64329e-06;80.4348;-0.0103222;-0.000755479;8.16301e-05;87.0978;-8.64329e-06;8.1287e-05;-0.000755479;-0.000325445;-0.000126863;-0.378004;52.9261;80.1858;-0.00843629;-0.000734176;-2.69647e-05;86.9308;52.9261;1.82975e-05;-0.000734176;-0.00503581;-0.000104259;-0.176493;49.2739;80.1451;-0.00856127;-0.000760896;-2.34644e-05;86.8923;49.2739;2.63575e-05;-0.000760896;-0.00261819;-0.000104709;-0.117769;45.2181;80.2002;-0.0086895;-0.000746819;3.08978e-05;86.9403;45.2181;5.13875e-05;-0.000746819;-0.00183447;-0.000106753;0.192085;40.9504;80.2938;-0.00884266;-0.000758466;1.51467e-05;86.9687;40.9504;1.86517e-05;-0.000758466;0.00205479;-0.000108343;-0.0595745;37.1099;80.2707;-0.00897824;-0.000758124;1.50946e-05;86.9975;37.1099;5.75287e-05;-0.000758124;-0.00115571;-0.000109342;-0.162806;33.0576;80.2127;-0.00905237;-0.000731168;-5.76581e-05;86.9459;33.0576;-2.82712e-05;-0.000731168;-0.00248072;-0.000111266;-0.256538;28.3851;80.2925;-0.00928254;-0.000728555;5.22413e-05;86.9789;28.3851;7.38917e-05;-0.000728555;-0.00369537;-0.000113604;-0.283279;24.1417;80.3417;-0.00935631;-0.000722178;-7.42682e-05;87.0359;24.1417;-2.54803e-05;-0.000722178;-0.00392035;-0.00011465;-0.316562;19.868;80.4343;-0.00963784;-0.000799173;0.000281643;87.1237;19.868;0.000293361;-0.000799173;-0.00438715;-0.000118523;-0.195686;15.4208;80.558;-0.00971077;-0.00080248;8.07663e-05;87.22;15.4208;9.48501e-05;-0.00080248;-0.00311382;-0.000119157;0.101723;11.3734;80.5405;-0.00980403;-0.000803427;0.000162351;87.2275;11.3734;0.000173619;-0.000803427;0.000732495;-0.000119609;0.13079;7.10675;80.5698;-0.00994516;-0.000768636;0.000108311;87.2659;7.10675;9.67617e-05;-0.000768636;0.00135404;-0.000121701;0.0729771;1.86326;80.6498;-0.0102002;-0.000765523;0.000216669;87.3191;1.86326;0.000199521;-0.000765523;0.000785257;-0.000124711;0.0697662;-3.78967;80.6745;-0.0105167;-0.000772652;0.000178006;87.3634;-3.78967;0.00014347;-0.000772652;0.000927354;-0.000129642;-0.22254;-8.87275;80.7441;-0.0106815;-0.00078518;0.000215749;87.381;-8.87275;0.000221622;-0.00078518;-0.00238662;-0.000131635;0.35631;-14.5106;80.6984;-0.0108668;-0.000781452;0.000155288;87.3265;-14.5106;0.000106025;-0.000781452;0.00441298;-0.000133302;0.293794;-19.5609;80.505;-0.0110619;-0.000756183;9.99636e-05;87.2331;-19.5609;5.70551e-05;-0.000756183;0.00346131;-0.000135177;0.448781;-24.0301;80.4834;-0.0113078;-0.00078859;0.000310764;87.2055;-24.0301;0.000217841;-0.00078859;0.00520667;-0.000139092;0.292414;-28.2904;80.5076;-0.0114432;-0.000784656;0.000184536;87.2092;-28.2904;0.000135535;-0.000784656;0.00331542;-0.00014083;0.077016;-32.5234;80.5096;-0.0115316;-0.000693781;-6.26188e-05;87.2024;-32.5234;-4.1458e-05;-0.000693781;0.000720091;-0.00014164;0.175513;-37.169;80.4911;-0.011687;-0.000733983;-8.70855e-05;87.1638;-37.169;-0.000113878;-0.000733983;0.00172656;-0.000143809;0.026982;-41.8126;80.4626;-0.0118763;-0.000682847;0.000173715;86.9838;-41.8126;0.000148298;-0.000682847;-0.000179503;-0.000147033;0.48069;-46.036;80.514;-0.0120666;-0.000729781;0.000107913;86.8011;-46.036;3.156e-05;-0.000729781;0.00542379;-0.000148896;-0.318101;-50.1316;80.0321;-0.0120282;-0.000788296;-0.000130739;86.6987;-50.1316;-5.06872e-05;-0.000788296;-0.0044092;-0.000149291;-0.630688;-53.7584;80.0992;-0.0122534;-0.0007079;-8.31255e-05;86.6065;-53.7584;1.18042e-05;-0.0007079;-0.00840646;-0.000151933
3;-3.5895e-07;-8.64329e-06;80.4348;-0.0205334;-0.000292631;-0.000486293;87.0978;-8.64329e-06;-0.000437235;-0.000292631;-0.000325445;-0.000250643;-0.378004;52.9261;80.1858;-0.015951;-0.000249632;-0.000517482;86.9308;52.9261;-0.000416483;-0.000249632;-0.00503581;-0.000194704;-0.176493;49.2739;80.1451;-0.0162674;-0.000264374;-0.000532173;86.8923;49.2739;-0.000437868;-0.000264374;-0.00261819;-0.000197856;-0.117769;45.2181;80.2002;-0.0166232;-0.000293434;-0.000298623;86.9403;45.2181;-0.000246382;-0.000293434;-0.00183447;-0.000202262;0.192085;40.9504;80.2938;-0.016959;-0.00028616;-0.000362817;86.9687;40.9504;-0.000356643;-0.00028616;0.00205479;-0.000206263;-0.0595745;37.1099;80.2707;-0.0173021;-0.000271152;-0.00026782;86.9975;37.1099;-0.00019957;-0.000271152;-0.00115571;-0.000210133;-0.162806;33.0576;80.2127;-0.0175369;-0.000278942;-0.000453946;86.9459;33.0576;-0.000361266;-0.000278942;-0.00248072;-0.000213753;-0.256538;28.3851;80.2925;-0.0179752;-0.000295306;-0.000358231;86.9789;28.3851;-0.000255155;-0.000295306;-0.00369537;-0.000218759;-0.283279;24.1417;80.3417;-0.0182947;-0.000294768;-0.000369777;87.0359;24.1417;-0.00023539;-0.000294768;-0.00392035;-0.000222176;-0.316562;19.868;80.4343;-0.0186714;-0.000311173;-0.000404059;87.1237;19.868;-0.000282307;-0.000311173;-0.00438715;-0.000227336;-0.195686;15.4208;80.558;-0.019019;-0.000305301;-0.000410721;87.22;15.4208;-0.000314131;-0.000305301;-0.00311382;-0.000231824;0.101723;11.3734;80.5405;-0.0192516;-0.000316708;-0.000369084;87.2275;11.3734;-0.000328728;-0.000316708;0.000732495;-0.000233823;0.13079;7.10675;80.5698;-0.0195673;-0.000341198;-0.000449861;87.2659;7.10675;-0.00042868;-0.000341198;0.00135404;-0.000238465;0.0729771;1.86326;80.6498;-0.0201076;-0.000308734;-0.000420216;87.3191;1.86326;-0.000397504;-0.000308734;0.000785257;-0.000244287;0.0697662;-3.78967;80.6745;-0.0209443;-0.000324097;-0.000412241;87.3634;-3.78967;-0.000383312;-0.000324097;0.000927354;-0.000255365;-0.22254;-8.87275;80.7441;-0.0213879;-0.000342937;-0.000429987;87.381;-8.87275;-0.00032799;-0.000342937;-0.00238662;-0.000261011;0.35631;-14.5106;80.6984;-0.0218131;-0.000330661;-0.000434653;87.3265;-14.5106;-0.000468917;-0.000330661;0.00441298;-0.000266131;0.293794;-19.5609;80.505;-0.0223343;-0.000311591;-0.00041192;87.2331;-19.5609;-0.000480222;-0.000311591;0.00346131;-0.000272418;0.448781;-24.0301;80.4834;-0.02277;-0.000350143;-0.00054034;87.2055;-24.0301;-0.000634307;-0.000350143;0.00520667;-0.000278454;0.292414;-28.2904;80.5076;-0.0232041;-0.00029917;-0.000495666;87.2092;-28.2904;-0.000561085;-0.00029917;0.00331542;-0.000284469;0.077016;-32.5234;80.5096;-0.0235292;-0.000255505;-0.000699818;87.2024;-32.5234;-0.000656796;-0.000255505;0.000720091;-0.000288029;0.175513;-37.169;80.4911;-0.023933;-0.000227664;-0.000750721;87.1638;-37.169;-0.000721394;-0.000227664;0.00172656;-0.000292693;0.026982;-41.8126;80.4626;-0.0242934;-0.000239407;-0.00077726;86.9838;-41.8126;-0.000695491;-0.000239407;-0.000179503;-0.000297244;0.48069;-46.036;80.514;-0.0247526;-0.000267937;-0.000475902;86.8011;-46.036;-0.000543376;-0.000267937;0.00542379;-0.000302642;-0.318101;-50.1316;80.0321;-0.024952;-0.000268926;-0.000821395;86.6987;-50.1316;-0.000645267;-0.000268926;-0.0044092;-0.000307309;-0.630688;-53.7584;80.0992;-0.0254205;-0.000243687;-0.000863269;86.6065;-53.7584;-0.000595027;-0.000243687;-0.00840646;-0.000313468
4;-3.5895e-07;-8.64329e-06;80.4348;-0.0307708;0.000898587;-0.00236108;87.0978;-8.64329e-06;-0.00215113;0.000898587;-0.000325445;-0.000382772;-0.378004;52.9261;80.1858;-0.0232048;0.00101083;-0.00217311;86.9308;52.9261;-0.00188836;0.00101083;-0.00503581;-0.00028909;-0.176493;49.2739;80.1451;-0.0237167;0.000995508;-0.00204308;86.8923;49.2739;-0.00182345;0.000995508;-0.00261819;-0.000295097;-0.117769;45.2181;80.2002;-0.0242249;0.000955717;-0.00209104;86.9403;45.2181;-0.00188721;0.000955717;-0.00183447;-0.000301528;0.192085;40.9504;80.2938;-0.0247727;0.000969724;-0.00223192;86.9687;40.9504;-0.00207236;0.000969724;0.00205479;-0.000308246;-0.0595745;37.1099;80.2707;-0.0252861;0.00091991;-0.00223522;86.9975;37.1099;-0.00199823;0.00091991;-0.00115571;-0.000314536;-0.162806;33.0576;80.2127;-0.0257329;0.000942098;-0.00224788;86.9459;33.0576;-0.00201368;0.000942098;-0.00248072;-0.000321166;-0.256538;28.3851;80.2925;-0.0264786;0.000903707;-0.00221567;86.9789;28.3851;-0.00192737;0.000903707;-0.00369537;-0.000329385;-0.283279;24.1417;80.3417;-0.0269544;0.000953718;-0.00239054;87.0359;24.1417;-0.002049;0.000953718;-0.00392035;-0.000335672;-0.316562;19.868;80.4343;-0.0276437;0.00091908;-0.00230469;87.1237;19.868;-0.00196618;0.00091908;-0.00438715;-0.000343573;-0.195686;15.4208;80.558;-0.028121;0.00092603;-0.00245144;87.22;15.4208;-0.00215001;0.00092603;-0.00311382;-0.000349134;0.101723;11.3734;80.5405;-0.0285784;0.000896178;-0.00214528;87.2275;11.3734;-0.00195887;0.000896178;0.000732495;-0.000354267;0.13079;7.10675;80.5698;-0.0291507;0.000879649;-0.00218129;87.2659;7.10675;-0.00203244;0.000879649;0.00135404;-0.000362202;0.0729771;1.86326;80.6498;-0.0300267;0.000897144;-0.00223753;87.3191;1.86326;-0.00207397;0.000897144;0.000785257;-0.000372345;0.0697662;-3.78967;80.6745;-0.0314459;0.000853548;-0.00225526;87.3634;-3.78967;-0.00205977;0.000853548;0.000927354;-0.000390686;-0.22254;-8.87275;80.7441;-0.0322053;0.000827425;-0.00248655;87.381;-8.87275;-0.00216929;0.000827425;-0.00238662;-0.000399413;0.35631;-14.5106;80.6984;-0.0329597;0.000864156;-0.00225874;87.3265;-14.5106;-0.00218393;0.000864156;0.00441298;-0.000408825;0.293794;-19.5609;80.505;-0.0337587;0.00088049;-0.00226845;87.2331;-19.5609;-0.00221716;0.00088049;0.00346131;-0.000419654;0.448781;-24.0301;80.4834;-0.0346065;0.000789104;-0.00219076;87.2055;-24.0301;-0.002202;0.000789104;0.00520667;-0.000430833;0.292414;-28.2904;80.5076;-0.0352722;0.000877522;-0.00237232;87.2092;-28.2904;-0.00230053;0.000877522;0.00331542;-0.000439092;0.077016;-32.5234;80.5096;-0.035882;0.000856204;-0.0025489;87.2024;-32.5234;-0.00235495;0.000856204;0.000720091;-0.000446303;0.175513;-37.169;80.4911;-0.036454;0.000896228;-0.00272138;87.1638;-37.169;-0.00254183;0.000896228;0.00172656;-0.000453587;0.026982;-41.8126;80.4626;-0.0370994;0.000883885;-0.002626;86.9838;-41.8126;-0.00240431;0.000883885;-0.000179503;-0.000462005;0.48069;-46.036;80.514;-0.037842;0.000888894;-0.00239296;86.8011;-46.036;-0.00238386;0.000888894;0.00542379;-0.000470307;-0.318101;-50.1316;80.0321;-0.0382105;0.000852569;-0.00299116;86.6987;-50.1316;-0.00256637;0.000852569;-0.0044092;-0.000478869;-0.630688;-53.7584;80.0992;-0.038884;0.000866049;-0.00319611;86.6065;-53.7584;-0.00260799;0.000866049;-0.00840646;-0.000485847
